series_id,period,value,frequency
quarterly_trend,16,126.81,quarterly
quarterly_trend,17,127.91,quarterly
quarterly_trend,18,132.7,quarterly
quarterly_trend,19,134.54,quarterly
quarterly_trend,20,124.1,quarterly
quarterly_trend,21,122.66,quarterly
quarterly_trend,22,140.6,quarterly
quarterly_trend,23,143.23,quarterly
quarterly_trend,24,133.88,quarterly
quarterly_trend,25,131.38,quarterly
quarterly_trend,26,142.87,quarterly
quarterly_trend,27,148.72,quarterly
quarterly_trend,28,154.75,quarterly
quarterly_trend,29,150.04,quarterly
quarterly_trend,30,147.29,quarterly
quarterly_trend,31,146.38,quarterly
quarterly_trend,32,152.6,quarterly
quarterly_trend,33,152.74,quarterly
quarterly_trend,34,150.86,quarterly
quarterly_trend,35,167.87,quarterly
quarterly_trend,36,168.25,quarterly
quarterly_trend,37,166.7,quarterly
quarterly_trend,38,158.11,quarterly
quarterly_trend,39,168.68,quarterly
quarterly_trend,40,169.3,quarterly
quarterly_trend,41,170.01,quarterly
quarterly_trend,42,175.74,quarterly
quarterly_trend,43,174.36,quarterly
quarterly_trend,44,176.58,quarterly
quarterly_trend,45,177.76,quarterly
quarterly_trend,46,177.98,quarterly
quarterly_trend,47,169.05,quarterly
quarterly_trend,48,180.08,quarterly
quarterly_trend,49,178.57,quarterly
quarterly_trend,50,176.65,quarterly
quarterly_trend,51,193.15,quarterly
quarterly_trend,52,195.09,quarterly
quarterly_trend,53,194.93,quarterly
quarterly_trend,54,191.11,quarterly
quarterly_trend,55,198.28,quarterly
quarterly_trend,56,193.28,quarterly
quarterly_trend,57,195.93,quarterly
quarterly_trend,58,191.14,quarterly
quarterly_trend,59,200.29,quarterly
quarterly_trend,60,200.3,quarterly
quarterly_seasonal,1,96.09,quarterly
quarterly_seasonal,2,119.85,quarterly
quarterly_seasonal,3,99.76,quarterly
quarterly_seasonal,4,85.39,quarterly
quarterly_seasonal,5,102.68,quarterly
quarterly_seasonal,6,120.03,quarterly
quarterly_seasonal,7,100.75,quarterly
quarterly_seasonal,8,80.13,quarterly
quarterly_seasonal,9,99.39,quarterly
quarterly_seasonal,10,116.75,quarterly
quarterly_seasonal,11,99.55,quarterly
quarterly_seasonal,12,77.76,quarterly
quarterly_seasonal,13,96.25,quarterly
quarterly_seasonal,14,121.53,quarterly
quarterly_seasonal,15,101.17,quarterly
quarterly_seasonal,16,74.64,quarterly
quarterly_seasonal,17,99.63,quarterly
quarterly_seasonal,18,122.99,quarterly
quarterly_seasonal,19,103.18,quarterly
quarterly_seasonal,20,83.08,quarterly
quarterly_seasonal,21,100.12,quarterly
quarterly_seasonal,22,117.46,quarterly
quarterly_seasonal,23,96.75,quarterly
quarterly_seasonal,24,81.03,quarterly
quarterly_seasonal,25,101.14,quarterly
quarterly_seasonal,26,123.86,quarterly
quarterly_seasonal,27,103.3,quarterly
quarterly_seasonal,28,79.6,quarterly
quarterly_seasonal,29,96.27,quarterly
quarterly_seasonal,30,119.04,quarterly
quarterly_seasonal,31,100.65,quarterly
quarterly_seasonal,32,79.39,quarterly
quarterly_seasonal,33,98.27,quarterly
quarterly_seasonal,34,120.76,quarterly
quarterly_seasonal,35,98.49,quarterly
quarterly_seasonal,36,78.12,quarterly
quarterly_seasonal,37,100.93,quarterly
quarterly_seasonal,38,118.79,quarterly
quarterly_seasonal,39,100.73,quarterly
quarterly_seasonal,40,80.82,quarterly
quarterly_seasonal,41,96.58,quarterly
quarterly_seasonal,42,118.56,quarterly
quarterly_seasonal,43,104.31,quarterly
quarterly_seasonal,44,76.51,quarterly
quarterly_seasonal,45,93.65,quarterly
quarterly_seasonal,46,114.41,quarterly
quarterly_seasonal,47,100.09,quarterly
quarterly_seasonal,48,80.09,quarterly
quarterly_seasonal,49,99.65,quarterly
quarterly_seasonal,50,123.64,quarterly
quarterly_seasonal,51,91.98,quarterly
quarterly_seasonal,52,81.19,quarterly
quarterly_seasonal,53,104.68,quarterly
quarterly_seasonal,54,116.62,quarterly
quarterly_seasonal,55,98.86,quarterly
quarterly_seasonal,56,77.74,quarterly
quarterly_seasonal,57,97.32,quarterly
quarterly_seasonal,58,119.02,quarterly
quarterly_seasonal,59,104.28,quarterly
quarterly_seasonal,60,85.51,quarterly
quarterly_trend_seasonal,1,48.66,quarterly
quarterly_trend_seasonal,2,74.32,quarterly
quarterly_trend_seasonal,3,53.53,quarterly
quarterly_trend_seasonal,4,47.1,quarterly
quarterly_trend_seasonal,5,56.41,quarterly
quarterly_trend_seasonal,6,74.0,quarterly
quarterly_trend_seasonal,7,61.63,quarterly
quarterly_trend_seasonal,8,59.58,quarterly
quarterly_trend_seasonal,9,66.96,quarterly
quarterly_trend_seasonal,10,77.43,quarterly
quarterly_trend_seasonal,11,70.83,quarterly
quarterly_trend_seasonal,12,52.2,quarterly
quarterly_trend_seasonal,13,68.38,quarterly
quarterly_trend_seasonal,14,90.67,quarterly
quarterly_trend_seasonal,15,73.85,quarterly
quarterly_trend_seasonal,16,61.54,quarterly
quarterly_trend_seasonal,17,77.17,quarterly
quarterly_trend_seasonal,18,95.16,quarterly
quarterly_trend_seasonal,19,82.21,quarterly
quarterly_trend_seasonal,20,59.46,quarterly
quarterly_trend_seasonal,21,86.56,quarterly
quarterly_trend_seasonal,22,96.67,quarterly
quarterly_trend_seasonal,23,81.52,quarterly
quarterly_trend_seasonal,24,73.75,quarterly
quarterly_trend_seasonal,25,91.01,quarterly
quarterly_trend_seasonal,26,104.6,quarterly
quarterly_trend_seasonal,27,97.39,quarterly
quarterly_trend_seasonal,28,75.39,quarterly
quarterly_trend_seasonal,29,95.83,quarterly
quarterly_trend_seasonal,30,111.81,quarterly
quarterly_trend_seasonal,31,100.66,quarterly
quarterly_trend_seasonal,32,88.66,quarterly
quarterly_trend_seasonal,33,100.21,quarterly
quarterly_trend_seasonal,34,123.83,quarterly
quarterly_trend_seasonal,35,107.88,quarterly
quarterly_trend_seasonal,36,86.75,quarterly
quarterly_trend_seasonal,37,103.18,quarterly
quarterly_trend_seasonal,38,127.66,quarterly
quarterly_trend_seasonal,39,113.52,quarterly
quarterly_trend_seasonal,40,100.69,quarterly
quarterly_trend_seasonal,41,117.68,quarterly
quarterly_trend_seasonal,42,135.39,quarterly
quarterly_trend_seasonal,43,124.98,quarterly
quarterly_trend_seasonal,44,103.44,quarterly
quarterly_trend_seasonal,45,119.89,quarterly
quarterly_trend_seasonal,46,136.9,quarterly
quarterly_trend_seasonal,47,129.12,quarterly
quarterly_trend_seasonal,48,119.64,quarterly
quarterly_trend_seasonal,49,129.63,quarterly
quarterly_trend_seasonal,50,138.04,quarterly
quarterly_trend_seasonal,51,127.93,quarterly
quarterly_trend_seasonal,52,118.11,quarterly
quarterly_trend_seasonal,53,135.9,quarterly
quarterly_trend_seasonal,54,153.2,quarterly
quarterly_trend_seasonal,55,141.68,quarterly
quarterly_trend_seasonal,56,126.97,quarterly
quarterly_trend_seasonal,57,149.11,quarterly
quarterly_trend_seasonal,58,158.91,quarterly
quarterly_trend_seasonal,59,144.86,quarterly
quarterly_trend_seasonal,60,136.92,quarterly
quarterly_stationary,1,100.0,quarterly
quarterly_stationary,2,92.32,quarterly
quarterly_stationary,3,98.11,quarterly
quarterly_stationary,4,99.57,quarterly
quarterly_stationary,5,99.05,quarterly
quarterly_stationary,6,107.46,quarterly
quarterly_stationary,7,100.62,quarterly
quarterly_stationary,8,110.61,quarterly
quarterly_stationary,9,104.18,quarterly
quarterly_stationary,10,95.7,quarterly
quarterly_stationary,11,98.2,quarterly
quarterly_stationary,12,93.72,quarterly
quarterly_stationary,13,93.1,quarterly
quarterly_stationary,14,98.54,quarterly
quarterly_stationary,15,102.05,quarterly
quarterly_stationary,16,97.91,quarterly
quarterly_stationary,17,103.89,quarterly
quarterly_stationary,18,107.73,quarterly
quarterly_stationary,19,111.05,quarterly
quarterly_stationary,20,108.17,quarterly
quarterly_stationary,21,110.9,quarterly
quarterly_stationary,22,96.05,quarterly
quarterly_stationary,23,96.43,quarterly
quarterly_stationary,24,93.88,quarterly
quarterly_stationary,25,97.54,quarterly
quarterly_stationary,26,95.91,quarterly
quarterly_stationary,27,97.12,quarterly
quarterly_stationary,28,107.97,quarterly
quarterly_stationary,29,103.14,quarterly
quarterly_stationary,30,103.64,quarterly
quarterly_stationary,31,100.66,quarterly
quarterly_stationary,32,100.71,quarterly
quarterly_stationary,33,100.38,quarterly
quarterly_stationary,34,102.43,quarterly
quarterly_stationary,35,107.04,quarterly
quarterly_stationary,36,111.76,quarterly
quarterly_stationary,37,107.43,quarterly
quarterly_stationary,38,106.66,quarterly
quarterly_stationary,39,97.58,quarterly
quarterly_stationary,40,98.35,quarterly
quarterly_stationary,41,103.88,quarterly
quarterly_stationary,42,106.27,quarterly
quarterly_stationary,43,104.19,quarterly
quarterly_stationary,44,106.53,quarterly
quarterly_stationary,45,105.72,quarterly
quarterly_stationary,46,108.86,quarterly
quarterly_stationary,47,105.88,quarterly
quarterly_stationary,48,101.16,quarterly
quarterly_stationary,49,102.26,quarterly
quarterly_stationary,50,86.48,quarterly
quarterly_stationary,51,95.15,quarterly
quarterly_stationary,52,79.33,quarterly
quarterly_stationary,53,81.05,quarterly
quarterly_stationary,54,92.78,quarterly
quarterly_stationary,55,98.78,quarterly
quarterly_stationary,56,93.58,quarterly
quarterly_stationary,57,93.23,quarterly
quarterly_stationary,58,103.47,quarterly
quarterly_stationary,59,99.31,quarterly
quarterly_stationary,60,110.87,quarterly
quarterly_random_walk,1,100.1,quarterly
quarterly_random_walk,2,101.01,quarterly
quarterly_random_walk,3,104.35,quarterly
quarterly_random_walk,4,104.71,quarterly
quarterly_random_walk,5,102.8,quarterly
quarterly_random_walk,6,102.68,quarterly
quarterly_random_walk,7,102.71,quarterly
quarterly_random_walk,8,100.08,quarterly
quarterly_random_walk,9,99.67,quarterly
quarterly_random_walk,10,98.29,quarterly
quarterly_random_walk,11,100.24,quarterly
quarterly_random_walk,12,100.41,quarterly
quarterly_random_walk,13,99.94,quarterly
quarterly_random_walk,14,99.83,quarterly
quarterly_random_walk,15,100.37,quarterly
quarterly_random_walk,16,101.71,quarterly
quarterly_random_walk,17,99.81,quarterly
quarterly_random_walk,18,97.82,quarterly
quarterly_random_walk,19,100.13,quarterly
quarterly_random_walk,20,99.41,quarterly
quarterly_random_walk,21,96.68,quarterly
quarterly_random_walk,22,97.66,quarterly
quarterly_random_walk,23,98.69,quarterly
quarterly_random_walk,24,95.73,quarterly
quarterly_random_walk,25,96.29,quarterly
quarterly_random_walk,26,97.86,quarterly
quarterly_random_walk,27,98.71,quarterly
quarterly_random_walk,28,100.07,quarterly
quarterly_random_walk,29,97.36,quarterly
quarterly_random_walk,30,98.12,quarterly
quarterly_random_walk,31,97.62,quarterly
quarterly_random_walk,32,96.75,quarterly
quarterly_random_walk,33,98.6,quarterly
quarterly_random_walk,34,101.65,quarterly
quarterly_random_walk,35,105.34,quarterly
quarterly_random_walk,36,108.07,quarterly
quarterly_random_walk,37,107.95,quarterly
quarterly_random_walk,38,108.76,quarterly
quarterly_random_walk,39,110.39,quarterly
quarterly_random_walk,40,110.73,quarterly
quarterly_random_walk,41,111.1,quarterly
quarterly_random_walk,42,112.84,quarterly
quarterly_random_walk,43,112.82,quarterly
quarterly_random_walk,44,111.47,quarterly
quarterly_random_walk,45,110.74,quarterly
quarterly_random_walk,46,112.1,quarterly
quarterly_random_walk,47,112.21,quarterly
quarterly_random_walk,48,112.99,quarterly
quarterly_random_walk,49,114.43,quarterly
quarterly_random_walk,50,113.78,quarterly
quarterly_random_walk,51,115.39,quarterly
quarterly_random_walk,52,116.25,quarterly
quarterly_random_walk,53,113.88,quarterly
quarterly_random_walk,54,116.87,quarterly
quarterly_random_walk,55,115.97,quarterly
quarterly_random_walk,56,112.76,quarterly
quarterly_random_walk,57,110.76,quarterly
quarterly_random_walk,58,108.82,quarterly
quarterly_random_walk,59,109.03,quarterly
quarterly_random_walk,60,108.58,quarterly
