series_id,period,actual,fc_model1,fc_model2,fc_model3
M4_006,7,95.56,99.34,100.4,93.9
M4_006,8,88.65,90.02,88.68,86.62
M4_006,9,93.51,93.37,98.93,88.66
M4_006,10,93.68,92.94,92.64,97.77
M4_006,11,83.72,85.88,85.09,85.48
M4_006,12,85.92,84.84,93.6,87.55
M4_006,13,85.64,87.94,82.97,87.76
M4_006,14,97.83,98.91,92.63,98.97
M4_006,15,89.97,90.45,94.33,89.05
M4_006,16,85.77,86.06,83.79,85.06
M4_006,17,95.59,95.24,96.03,94.22
M4_006,18,103.7,105.79,102.44,109.98
M4_006,19,98.86,97.13,100.17,99.95
M4_006,20,96.04,92.8,93.69,94.58
M4_006,21,100.31,101.54,100.27,101.17
M4_006,22,88.58,89.84,90.43,85.76
M4_006,23,82.7,83.66,80.18,86.16
M4_006,24,86.49,87.3,84.89,84.53
M4_006,25,98.29,97.65,97.75,99.24
M4_006,26,96.62,98.2,92.84,98.99
M4_006,27,98.14,98.05,97.37,98.8
M4_006,28,104.37,103.39,105.22,104.3
M4_006,29,113.59,112.97,112.89,113.32
M4_006,30,106.63,110.67,106.32,106.19
M4_006,31,104.56,101.09,105.0,102.82
M4_006,32,112.3,113.3,110.83,110.88
M4_006,33,101.0,97.64,103.57,104.4
M4_006,34,105.84,105.62,110.65,105.27
M4_006,35,98.99,98.13,98.1,96.73
M4_006,36,99.81,95.64,101.76,98.22
M4_006,37,98.65,99.43,98.43,101.1
M4_006,38,94.27,93.51,95.86,95.66
M4_006,39,91.07,86.87,96.27,92.17
M4_006,40,95.13,96.81,97.16,94.19
M4_006,41,101.57,104.44,96.75,102.7
M4_006,42,100.45,103.43,102.31,98.54
M4_006,43,100.67,101.38,104.86,99.72
M4_006,44,103.32,103.41,103.16,105.45
M4_006,45,97.47,100.12,100.95,99.35
M4_006,46,101.93,105.29,100.36,99.17
M4_006,47,105.44,107.71,101.49,103.01
M4_006,48,116.83,114.95,117.75,116.8
M4_006,49,109.9,110.3,105.13,113.92
M4_006,50,104.64,105.52,104.42,99.55
M4_006,51,107.09,103.47,111.45,107.49
M4_006,52,109.06,110.0,103.83,105.32
M4_006,53,103.67,108.21,100.33,101.78
M4_006,54,100.55,101.83,97.95,99.34
M4_006,55,103.09,106.04,103.4,101.74
M4_006,56,98.03,98.39,97.43,96.39
M4_006,57,96.57,96.42,101.26,96.28
M4_006,58,98.04,98.81,101.41,96.41
M4_006,59,103.61,101.98,105.6,99.65
M4_006,60,99.5,97.58,100.44,101.15
M4_006,61,90.44,92.97,92.12,92.02
M4_006,62,83.73,86.47,81.64,85.53
M4_006,63,82.31,80.33,85.38,78.16
M4_006,64,81.05,82.99,78.22,81.5
M4_006,65,85.96,85.79,88.97,87.35
M4_006,66,84.23,84.91,88.29,81.35
M4_006,67,85.45,86.37,86.58,85.17
M4_006,68,85.94,87.93,85.91,85.35
M4_006,69,87.96,88.12,89.66,92.26
M4_006,70,98.18,101.0,90.1,102.69
M4_006,71,102.04,102.66,103.44,97.58
M4_006,72,101.51,102.76,101.67,107.44
M4_006,73,98.75,97.08,99.1,96.16
M4_006,74,96.96,101.28,99.58,99.11
M4_006,75,99.51,100.45,99.79,101.64
M4_006,76,102.58,104.0,99.66,99.79
M4_006,77,97.27,94.05,97.34,98.2
M4_006,78,98.27,96.62,98.97,97.7
M4_006,79,88.63,91.11,89.47,89.72
M4_006,80,93.1,93.67,94.09,93.38
M4_006,81,98.98,95.15,102.6,101.67
M4_006,82,97.89,99.96,95.13,97.77
M4_006,83,107.6,106.52,108.63,106.88
M4_006,84,100.92,103.74,105.29,103.36
M4_006,85,101.73,101.55,97.02,102.88
M4_006,86,101.03,101.44,102.07,102.56
M4_006,87,100.22,102.58,98.96,98.26
M4_006,88,99.58,97.79,98.97,96.67
M4_006,89,100.24,98.26,98.03,98.52
M4_006,90,104.41,104.02,104.4,102.56
M4_006,91,109.98,111.63,116.0,111.64
M4_006,92,106.97,104.31,103.68,109.11
M4_006,93,108.96,105.62,105.95,108.27
M4_006,94,102.76,104.41,99.36,106.04
M4_006,95,105.76,104.56,111.44,108.88
M4_006,96,100.22,99.44,99.34,100.53
M4_006,97,105.61,101.9,106.03,103.26
M4_006,98,114.98,113.62,114.27,118.62
M4_006,99,109.88,109.86,107.54,109.42
M4_006,100,95.95,97.81,95.74,95.97
M4_006,101,94.42,92.88,102.3,93.28
M4_006,102,102.26,105.57,106.93,99.73
M4_006,103,104.35,102.98,102.29,100.37
M4_006,104,104.29,102.92,106.73,105.57
M4_006,105,108.04,111.12,106.05,105.79
M4_006,106,108.05,108.48,103.22,115.4
M4_006,107,111.73,110.62,115.28,108.71
M4_006,108,112.81,112.49,116.79,109.36
M4_006,109,116.57,119.28,120.21,117.55
M4_006,110,113.39,116.33,112.48,116.92
M4_006,111,113.9,112.27,113.9,113.76
M4_006,112,108.2,108.11,110.95,109.33
M4_006,113,102.73,102.91,104.4,97.82
M4_006,114,110.44,108.47,109.76,108.45
M4_006,115,108.39,108.28,104.04,105.41
M4_006,116,109.9,109.91,110.74,104.86
M4_006,117,107.55,109.83,111.29,107.54
M4_006,118,102.35,104.77,99.26,96.44
M4_006,119,101.7,101.04,104.12,98.1
M4_006,120,108.37,107.94,109.87,106.73
